persona,hour,event,extra_state,daily_count,push_fired,channel,suppressed_reason,deep_link_route
parent,15,onboarding-dropoff,onboarding_state=completed,0,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,15,onboarding-dropoff,onboarding_state=completed,1,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,15,onboarding-dropoff,onboarding_state=completed,2,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,15,onboarding-dropoff,onboarding_state=completed,3,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,16,onboarding-dropoff,onboarding_state=stale_incomplete,0,onboarding_dropoff,onboarding_dropoff,n/a,/onboarding-new/selection
parent,16,onboarding-dropoff,onboarding_state=stale_incomplete,1,onboarding_dropoff,onboarding_dropoff,n/a,/onboarding-new/selection
parent,16,onboarding-dropoff,onboarding_state=stale_incomplete,2,onboarding_dropoff,onboarding_dropoff,n/a,/onboarding-new/selection
parent,16,onboarding-dropoff,onboarding_state=stale_incomplete,3,NONE,onboarding_dropoff,daily_cap,/onboarding-new/selection
parent,16,onboarding-dropoff,onboarding_state=fresh_incomplete,0,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,16,onboarding-dropoff,onboarding_state=fresh_incomplete,1,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,16,onboarding-dropoff,onboarding_state=fresh_incomplete,2,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,16,onboarding-dropoff,onboarding_state=fresh_incomplete,3,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,16,onboarding-dropoff,onboarding_state=completed,0,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,16,onboarding-dropoff,onboarding_state=completed,1,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,16,onboarding-dropoff,onboarding_state=completed,2,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,16,onboarding-dropoff,onboarding_state=completed,3,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,17,onboarding-dropoff,onboarding_state=stale_incomplete,0,onboarding_dropoff,onboarding_dropoff,n/a,/onboarding-new/selection
parent,17,onboarding-dropoff,onboarding_state=stale_incomplete,1,onboarding_dropoff,onboarding_dropoff,n/a,/onboarding-new/selection
parent,17,onboarding-dropoff,onboarding_state=stale_incomplete,2,onboarding_dropoff,onboarding_dropoff,n/a,/onboarding-new/selection
parent,17,onboarding-dropoff,onboarding_state=stale_incomplete,3,NONE,onboarding_dropoff,daily_cap,/onboarding-new/selection
parent,17,onboarding-dropoff,onboarding_state=fresh_incomplete,0,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,17,onboarding-dropoff,onboarding_state=fresh_incomplete,1,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,17,onboarding-dropoff,onboarding_state=fresh_incomplete,2,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,17,onboarding-dropoff,onboarding_state=fresh_incomplete,3,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,17,onboarding-dropoff,onboarding_state=completed,0,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,17,onboarding-dropoff,onboarding_state=completed,1,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,17,onboarding-dropoff,onboarding_state=completed,2,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,17,onboarding-dropoff,onboarding_state=completed,3,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,18,onboarding-dropoff,onboarding_state=stale_incomplete,0,onboarding_dropoff,onboarding_dropoff,n/a,/onboarding-new/selection
parent,18,onboarding-dropoff,onboarding_state=stale_incomplete,1,onboarding_dropoff,onboarding_dropoff,n/a,/onboarding-new/selection
parent,18,onboarding-dropoff,onboarding_state=stale_incomplete,2,onboarding_dropoff,onboarding_dropoff,n/a,/onboarding-new/selection
parent,18,onboarding-dropoff,onboarding_state=stale_incomplete,3,NONE,onboarding_dropoff,daily_cap,/onboarding-new/selection
parent,18,onboarding-dropoff,onboarding_state=fresh_incomplete,0,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,18,onboarding-dropoff,onboarding_state=fresh_incomplete,1,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,18,onboarding-dropoff,onboarding_state=fresh_incomplete,2,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,18,onboarding-dropoff,onboarding_state=fresh_incomplete,3,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,18,onboarding-dropoff,onboarding_state=completed,0,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,18,onboarding-dropoff,onboarding_state=completed,1,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,18,onboarding-dropoff,onboarding_state=completed,2,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,18,onboarding-dropoff,onboarding_state=completed,3,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,19,onboarding-dropoff,onboarding_state=stale_incomplete,0,onboarding_dropoff,onboarding_dropoff,n/a,/onboarding-new/selection
parent,19,onboarding-dropoff,onboarding_state=stale_incomplete,1,onboarding_dropoff,onboarding_dropoff,n/a,/onboarding-new/selection
parent,19,onboarding-dropoff,onboarding_state=stale_incomplete,2,onboarding_dropoff,onboarding_dropoff,n/a,/onboarding-new/selection
parent,19,onboarding-dropoff,onboarding_state=stale_incomplete,3,NONE,onboarding_dropoff,daily_cap,/onboarding-new/selection
parent,19,onboarding-dropoff,onboarding_state=fresh_incomplete,0,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,19,onboarding-dropoff,onboarding_state=fresh_incomplete,1,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,19,onboarding-dropoff,onboarding_state=fresh_incomplete,2,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,19,onboarding-dropoff,onboarding_state=fresh_incomplete,3,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,19,onboarding-dropoff,onboarding_state=completed,0,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,19,onboarding-dropoff,onboarding_state=completed,1,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,19,onboarding-dropoff,onboarding_state=completed,2,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,19,onboarding-dropoff,onboarding_state=completed,3,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,20,onboarding-dropoff,onboarding_state=stale_incomplete,0,onboarding_dropoff,onboarding_dropoff,n/a,/onboarding-new/selection
parent,20,onboarding-dropoff,onboarding_state=stale_incomplete,1,onboarding_dropoff,onboarding_dropoff,n/a,/onboarding-new/selection
parent,20,onboarding-dropoff,onboarding_state=stale_incomplete,2,onboarding_dropoff,onboarding_dropoff,n/a,/onboarding-new/selection
parent,20,onboarding-dropoff,onboarding_state=stale_incomplete,3,NONE,onboarding_dropoff,daily_cap,/onboarding-new/selection
parent,20,onboarding-dropoff,onboarding_state=fresh_incomplete,0,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,20,onboarding-dropoff,onboarding_state=fresh_incomplete,1,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,20,onboarding-dropoff,onboarding_state=fresh_incomplete,2,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,20,onboarding-dropoff,onboarding_state=fresh_incomplete,3,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,20,onboarding-dropoff,onboarding_state=completed,0,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,20,onboarding-dropoff,onboarding_state=completed,1,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,20,onboarding-dropoff,onboarding_state=completed,2,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,20,onboarding-dropoff,onboarding_state=completed,3,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,21,onboarding-dropoff,onboarding_state=stale_incomplete,0,onboarding_dropoff,onboarding_dropoff,n/a,/onboarding-new/selection
parent,21,onboarding-dropoff,onboarding_state=stale_incomplete,1,onboarding_dropoff,onboarding_dropoff,n/a,/onboarding-new/selection
parent,21,onboarding-dropoff,onboarding_state=stale_incomplete,2,onboarding_dropoff,onboarding_dropoff,n/a,/onboarding-new/selection
parent,21,onboarding-dropoff,onboarding_state=stale_incomplete,3,NONE,onboarding_dropoff,daily_cap,/onboarding-new/selection
parent,21,onboarding-dropoff,onboarding_state=fresh_incomplete,0,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,21,onboarding-dropoff,onboarding_state=fresh_incomplete,1,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,21,onboarding-dropoff,onboarding_state=fresh_incomplete,2,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,21,onboarding-dropoff,onboarding_state=fresh_incomplete,3,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,21,onboarding-dropoff,onboarding_state=completed,0,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,21,onboarding-dropoff,onboarding_state=completed,1,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,21,onboarding-dropoff,onboarding_state=completed,2,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,21,onboarding-dropoff,onboarding_state=completed,3,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,22,onboarding-dropoff,onboarding_state=stale_incomplete,0,onboarding_dropoff,onboarding_dropoff,n/a,/onboarding-new/selection
parent,22,onboarding-dropoff,onboarding_state=stale_incomplete,1,onboarding_dropoff,onboarding_dropoff,n/a,/onboarding-new/selection
parent,22,onboarding-dropoff,onboarding_state=stale_incomplete,2,onboarding_dropoff,onboarding_dropoff,n/a,/onboarding-new/selection
parent,22,onboarding-dropoff,onboarding_state=stale_incomplete,3,NONE,onboarding_dropoff,daily_cap,/onboarding-new/selection
parent,22,onboarding-dropoff,onboarding_state=fresh_incomplete,0,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,22,onboarding-dropoff,onboarding_state=fresh_incomplete,1,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,22,onboarding-dropoff,onboarding_state=fresh_incomplete,2,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,22,onboarding-dropoff,onboarding_state=fresh_incomplete,3,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,22,onboarding-dropoff,onboarding_state=completed,0,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,22,onboarding-dropoff,onboarding_state=completed,1,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,22,onboarding-dropoff,onboarding_state=completed,2,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,22,onboarding-dropoff,onboarding_state=completed,3,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,23,onboarding-dropoff,onboarding_state=stale_incomplete,0,onboarding_dropoff,onboarding_dropoff,n/a,/onboarding-new/selection
parent,23,onboarding-dropoff,onboarding_state=stale_incomplete,1,onboarding_dropoff,onboarding_dropoff,n/a,/onboarding-new/selection
parent,23,onboarding-dropoff,onboarding_state=stale_incomplete,2,onboarding_dropoff,onboarding_dropoff,n/a,/onboarding-new/selection
parent,23,onboarding-dropoff,onboarding_state=stale_incomplete,3,NONE,onboarding_dropoff,daily_cap,/onboarding-new/selection
parent,23,onboarding-dropoff,onboarding_state=fresh_incomplete,0,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,23,onboarding-dropoff,onboarding_state=fresh_incomplete,1,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,23,onboarding-dropoff,onboarding_state=fresh_incomplete,2,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,23,onboarding-dropoff,onboarding_state=fresh_incomplete,3,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,23,onboarding-dropoff,onboarding_state=completed,0,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,23,onboarding-dropoff,onboarding_state=completed,1,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,23,onboarding-dropoff,onboarding_state=completed,2,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,23,onboarding-dropoff,onboarding_state=completed,3,NONE,onboarding_dropoff,no_recipients,/onboarding-new/selection
parent,0,inactivity-retention,days_inactive=0,0,NONE,retention,no_recipients,/
parent,0,inactivity-retention,days_inactive=0,1,NONE,retention,no_recipients,/
parent,0,inactivity-retention,days_inactive=0,2,NONE,retention,no_recipients,/
parent,0,inactivity-retention,days_inactive=0,3,NONE,retention,no_recipients,/
parent,0,inactivity-retention,days_inactive=1,0,NONE,retention,no_recipients,/
parent,0,inactivity-retention,days_inactive=1,1,NONE,retention,no_recipients,/
parent,0,inactivity-retention,days_inactive=1,2,NONE,retention,no_recipients,/
parent,0,inactivity-retention,days_inactive=1,3,NONE,retention,no_recipients,/
parent,0,inactivity-retention,days_inactive=2,0,NONE,retention,no_recipients,/
parent,0,inactivity-retention,days_inactive=2,1,NONE,retention,no_recipients,/
parent,0,inactivity-retention,days_inactive=2,2,NONE,retention,no_recipients,/
parent,0,inactivity-retention,days_inactive=2,3,NONE,retention,no_recipients,/
parent,0,inactivity-retention,days_inactive=3,0,NONE,retention,no_recipients,/
parent,0,inactivity-retention,days_inactive=3,1,NONE,retention,no_recipients,/
parent,0,inactivity-retention,days_inactive=3,2,NONE,retention,no_recipients,/
parent,0,inactivity-retention,days_inactive=3,3,NONE,retention,no_recipients,/
parent,0,inactivity-retention,days_inactive=7,0,retention,retention,n/a,/
parent,0,inactivity-retention,days_inactive=7,1,retention,retention,n/a,/
parent,0,inactivity-retention,days_inactive=7,2,retention,retention,n/a,/
parent,0,inactivity-retention,days_inactive=7,3,NONE,retention,daily_cap,/
parent,1,inactivity-retention,days_inactive=0,0,NONE,retention,no_recipients,/
parent,1,inactivity-retention,days_inactive=0,1,NONE,retention,no_recipients,/
parent,1,inactivity-retention,days_inactive=0,2,NONE,retention,no_recipients,/
parent,1,inactivity-retention,days_inactive=0,3,NONE,retention,no_recipients,/
parent,1,inactivity-retention,days_inactive=1,0,NONE,retention,no_recipients,/
parent,1,inactivity-retention,days_inactive=1,1,NONE,retention,no_recipients,/
parent,1,inactivity-retention,days_inactive=1,2,NONE,retention,no_recipients,/
parent,1,inactivity-retention,days_inactive=1,3,NONE,retention,no_recipients,/
parent,1,inactivity-retention,days_inactive=2,0,NONE,retention,no_recipients,/
parent,1,inactivity-retention,days_inactive=2,1,NONE,retention,no_recipients,/
parent,1,inactivity-retention,days_inactive=2,2,NONE,retention,no_recipients,/
parent,1,inactivity-retention,days_inactive=2,3,NONE,retention,no_recipients,/
parent,1,inactivity-retention,days_inactive=3,0,NONE,retention,no_recipients,/
parent,1,inactivity-retention,days_inactive=3,1,NONE,retention,no_recipients,/
parent,1,inactivity-retention,days_inactive=3,2,NONE,retention,no_recipients,/
parent,1,inactivity-retention,days_inactive=3,3,NONE,retention,no_recipients,/
parent,1,inactivity-retention,days_inactive=7,0,retention,retention,n/a,/
parent,1,inactivity-retention,days_inactive=7,1,retention,retention,n/a,/
parent,1,inactivity-retention,days_inactive=7,2,retention,retention,n/a,/
parent,1,inactivity-retention,days_inactive=7,3,NONE,retention,daily_cap,/
parent,2,inactivity-retention,days_inactive=0,0,NONE,retention,no_recipients,/
parent,2,inactivity-retention,days_inactive=0,1,NONE,retention,no_recipients,/
parent,2,inactivity-retention,days_inactive=0,2,NONE,retention,no_recipients,/
parent,2,inactivity-retention,days_inactive=0,3,NONE,retention,no_recipients,/
parent,2,inactivity-retention,days_inactive=1,0,NONE,retention,no_recipients,/
parent,2,inactivity-retention,days_inactive=1,1,NONE,retention,no_recipients,/
parent,2,inactivity-retention,days_inactive=1,2,NONE,retention,no_recipients,/
parent,2,inactivity-retention,days_inactive=1,3,NONE,retention,no_recipients,/
parent,2,inactivity-retention,days_inactive=2,0,NONE,retention,no_recipients,/
parent,2,inactivity-retention,days_inactive=2,1,NONE,retention,no_recipients,/
parent,2,inactivity-retention,days_inactive=2,2,NONE,retention,no_recipients,/
parent,2,inactivity-retention,days_inactive=2,3,NONE,retention,no_recipients,/
parent,2,inactivity-retention,days_inactive=3,0,NONE,retention,no_recipients,/
parent,2,inactivity-retention,days_inactive=3,1,NONE,retention,no_recipients,/
parent,2,inactivity-retention,days_inactive=3,2,NONE,retention,no_recipients,/
parent,2,inactivity-retention,days_inactive=3,3,NONE,retention,no_recipients,/
parent,2,inactivity-retention,days_inactive=7,0,retention,retention,n/a,/
parent,2,inactivity-retention,days_inactive=7,1,retention,retention,n/a,/
parent,2,inactivity-retention,days_inactive=7,2,retention,retention,n/a,/
parent,2,inactivity-retention,days_inactive=7,3,NONE,retention,daily_cap,/
parent,3,inactivity-retention,days_inactive=0,0,NONE,retention,no_recipients,/
parent,3,inactivity-retention,days_inactive=0,1,NONE,retention,no_recipients,/
parent,3,inactivity-retention,days_inactive=0,2,NONE,retention,no_recipients,/
parent,3,inactivity-retention,days_inactive=0,3,NONE,retention,no_recipients,/
parent,3,inactivity-retention,days_inactive=1,0,NONE,retention,no_recipients,/
parent,3,inactivity-retention,days_inactive=1,1,NONE,retention,no_recipients,/
parent,3,inactivity-retention,days_inactive=1,2,NONE,retention,no_recipients,/
parent,3,inactivity-retention,days_inactive=1,3,NONE,retention,no_recipients,/
parent,3,inactivity-retention,days_inactive=2,0,NONE,retention,no_recipients,/
parent,3,inactivity-retention,days_inactive=2,1,NONE,retention,no_recipients,/
parent,3,inactivity-retention,days_inactive=2,2,NONE,retention,no_recipients,/
parent,3,inactivity-retention,days_inactive=2,3,NONE,retention,no_recipients,/
parent,3,inactivity-retention,days_inactive=3,0,NONE,retention,no_recipients,/
parent,3,inactivity-retention,days_inactive=3,1,NONE,retention,no_recipients,/
parent,3,inactivity-retention,days_inactive=3,2,NONE,retention,no_recipients,/
parent,3,inactivity-retention,days_inactive=3,3,NONE,retention,no_recipients,/
parent,3,inactivity-retention,days_inactive=7,0,retention,retention,n/a,/
parent,3,inactivity-retention,days_inactive=7,1,retention,retention,n/a,/
parent,3,inactivity-retention,days_inactive=7,2,retention,retention,n/a,/
parent,3,inactivity-retention,days_inactive=7,3,NONE,retention,daily_cap,/
parent,4,inactivity-retention,days_inactive=0,0,NONE,retention,no_recipients,/
parent,4,inactivity-retention,days_inactive=0,1,NONE,retention,no_recipients,/
parent,4,inactivity-retention,days_inactive=0,2,NONE,retention,no_recipients,/
parent,4,inactivity-retention,days_inactive=0,3,NONE,retention,no_recipients,/
parent,4,inactivity-retention,days_inactive=1,0,NONE,retention,no_recipients,/
parent,4,inactivity-retention,days_inactive=1,1,NONE,retention,no_recipients,/
parent,4,inactivity-retention,days_inactive=1,2,NONE,retention,no_recipients,/
parent,4,inactivity-retention,days_inactive=1,3,NONE,retention,no_recipients,/
parent,4,inactivity-retention,days_inactive=2,0,NONE,retention,no_recipients,/
parent,4,inactivity-retention,days_inactive=2,1,NONE,retention,no_recipients,/
parent,4,inactivity-retention,days_inactive=2,2,NONE,retention,no_recipients,/
parent,4,inactivity-retention,days_inactive=2,3,NONE,retention,no_recipients,/
parent,4,inactivity-retention,days_inactive=3,0,NONE,retention,no_recipients,/
parent,4,inactivity-retention,days_inactive=3,1,NONE,retention,no_recipients,/
parent,4,inactivity-retention,days_inactive=3,2,NONE,retention,no_recipients,/
parent,4,inactivity-retention,days_inactive=3,3,NONE,retention,no_recipients,/
parent,4,inactivity-retention,days_inactive=7,0,retention,retention,n/a,/
parent,4,inactivity-retention,days_inactive=7,1,retention,retention,n/a,/
parent,4,inactivity-retention,days_inactive=7,2,retention,retention,n/a,/
parent,4,inactivity-retention,days_inactive=7,3,NONE,retention,daily_cap,/
parent,5,inactivity-retention,days_inactive=0,0,NONE,retention,no_recipients,/
parent,5,inactivity-retention,days_inactive=0,1,NONE,retention,no_recipients,/
parent,5,inactivity-retention,days_inactive=0,2,NONE,retention,no_recipients,/
parent,5,inactivity-retention,days_inactive=0,3,NONE,retention,no_recipients,/
parent,5,inactivity-retention,days_inactive=1,0,NONE,retention,no_recipients,/
parent,5,inactivity-retention,days_inactive=1,1,NONE,retention,no_recipients,/
parent,5,inactivity-retention,days_inactive=1,2,NONE,retention,no_recipients,/
parent,5,inactivity-retention,days_inactive=1,3,NONE,retention,no_recipients,/
parent,5,inactivity-retention,days_inactive=2,0,NONE,retention,no_recipients,/
parent,5,inactivity-retention,days_inactive=2,1,NONE,retention,no_recipients,/
parent,5,inactivity-retention,days_inactive=2,2,NONE,retention,no_recipients,/
parent,5,inactivity-retention,days_inactive=2,3,NONE,retention,no_recipients,/
parent,5,inactivity-retention,days_inactive=3,0,NONE,retention,no_recipients,/
parent,5,inactivity-retention,days_inactive=3,1,NONE,retention,no_recipients,/
parent,5,inactivity-retention,days_inactive=3,2,NONE,retention,no_recipients,/
parent,5,inactivity-retention,days_inactive=3,3,NONE,retention,no_recipients,/
parent,5,inactivity-retention,days_inactive=7,0,retention,retention,n/a,/
parent,5,inactivity-retention,days_inactive=7,1,retention,retention,n/a,/
parent,5,inactivity-retention,days_inactive=7,2,retention,retention,n/a,/
parent,5,inactivity-retention,days_inactive=7,3,NONE,retention,daily_cap,/
parent,6,inactivity-retention,days_inactive=0,0,NONE,retention,no_recipients,/
parent,6,inactivity-retention,days_inactive=0,1,NONE,retention,no_recipients,/
parent,6,inactivity-retention,days_inactive=0,2,NONE,retention,no_recipients,/
parent,6,inactivity-retention,days_inactive=0,3,NONE,retention,no_recipients,/
parent,6,inactivity-retention,days_inactive=1,0,NONE,retention,no_recipients,/
parent,6,inactivity-retention,days_inactive=1,1,NONE,retention,no_recipients,/
parent,6,inactivity-retention,days_inactive=1,2,NONE,retention,no_recipients,/
parent,6,inactivity-retention,days_inactive=1,3,NONE,retention,no_recipients,/
parent,6,inactivity-retention,days_inactive=2,0,NONE,retention,no_recipients,/
parent,6,inactivity-retention,days_inactive=2,1,NONE,retention,no_recipients,/
parent,6,inactivity-retention,days_inactive=2,2,NONE,retention,no_recipients,/
parent,6,inactivity-retention,days_inactive=2,3,NONE,retention,no_recipients,/
parent,6,inactivity-retention,days_inactive=3,0,NONE,retention,no_recipients,/
parent,6,inactivity-retention,days_inactive=3,1,NONE,retention,no_recipients,/
parent,6,inactivity-retention,days_inactive=3,2,NONE,retention,no_recipients,/
parent,6,inactivity-retention,days_inactive=3,3,NONE,retention,no_recipients,/
parent,6,inactivity-retention,days_inactive=7,0,retention,retention,n/a,/
parent,6,inactivity-retention,days_inactive=7,1,retention,retention,n/a,/
parent,6,inactivity-retention,days_inactive=7,2,retention,retention,n/a,/
parent,6,inactivity-retention,days_inactive=7,3,NONE,retention,daily_cap,/
parent,7,inactivity-retention,days_inactive=0,0,NONE,retention,no_recipients,/
parent,7,inactivity-retention,days_inactive=0,1,NONE,retention,no_recipients,/
parent,7,inactivity-retention,days_inactive=0,2,NONE,retention,no_recipients,/
parent,7,inactivity-retention,days_inactive=0,3,NONE,retention,no_recipients,/
parent,7,inactivity-retention,days_inactive=1,0,NONE,retention,no_recipients,/
parent,7,inactivity-retention,days_inactive=1,1,NONE,retention,no_recipients,/
parent,7,inactivity-retention,days_inactive=1,2,NONE,retention,no_recipients,/
parent,7,inactivity-retention,days_inactive=1,3,NONE,retention,no_recipients,/
parent,7,inactivity-retention,days_inactive=2,0,NONE,retention,no_recipients,/
parent,7,inactivity-retention,days_inactive=2,1,NONE,retention,no_recipients,/
parent,7,inactivity-retention,days_inactive=2,2,NONE,retention,no_recipients,/
parent,7,inactivity-retention,days_inactive=2,3,NONE,retention,no_recipients,/
parent,7,inactivity-retention,days_inactive=3,0,NONE,retention,no_recipients,/
parent,7,inactivity-retention,days_inactive=3,1,NONE,retention,no_recipients,/
parent,7,inactivity-retention,days_inactive=3,2,NONE,retention,no_recipients,/
parent,7,inactivity-retention,days_inactive=3,3,NONE,retention,no_recipients,/
parent,7,inactivity-retention,days_inactive=7,0,retention,retention,n/a,/
parent,7,inactivity-retention,days_inactive=7,1,retention,retention,n/a,/
parent,7,inactivity-retention,days_inactive=7,2,retention,retention,n/a,/
parent,7,inactivity-retention,days_inactive=7,3,NONE,retention,daily_cap,/
parent,8,inactivity-retention,days_inactive=0,0,NONE,retention,no_recipients,/
parent,8,inactivity-retention,days_inactive=0,1,NONE,retention,no_recipients,/
parent,8,inactivity-retention,days_inactive=0,2,NONE,retention,no_recipients,/
parent,8,inactivity-retention,days_inactive=0,3,NONE,retention,no_recipients,/
parent,8,inactivity-retention,days_inactive=1,0,NONE,retention,no_recipients,/
parent,8,inactivity-retention,days_inactive=1,1,NONE,retention,no_recipients,/
parent,8,inactivity-retention,days_inactive=1,2,NONE,retention,no_recipients,/
parent,8,inactivity-retention,days_inactive=1,3,NONE,retention,no_recipients,/
parent,8,inactivity-retention,days_inactive=2,0,NONE,retention,no_recipients,/
parent,8,inactivity-retention,days_inactive=2,1,NONE,retention,no_recipients,/
parent,8,inactivity-retention,days_inactive=2,2,NONE,retention,no_recipients,/
parent,8,inactivity-retention,days_inactive=2,3,NONE,retention,no_recipients,/
parent,8,inactivity-retention,days_inactive=3,0,NONE,retention,no_recipients,/
parent,8,inactivity-retention,days_inactive=3,1,NONE,retention,no_recipients,/
parent,8,inactivity-retention,days_inactive=3,2,NONE,retention,no_recipients,/
parent,8,inactivity-retention,days_inactive=3,3,NONE,retention,no_recipients,/
parent,8,inactivity-retention,days_inactive=7,0,retention,retention,n/a,/
parent,8,inactivity-retention,days_inactive=7,1,retention,retention,n/a,/
parent,8,inactivity-retention,days_inactive=7,2,retention,retention,n/a,/
parent,8,inactivity-retention,days_inactive=7,3,NONE,retention,daily_cap,/
parent,9,inactivity-retention,days_inactive=0,0,NONE,retention,no_recipients,/
parent,9,inactivity-retention,days_inactive=0,1,NONE,retention,no_recipients,/
parent,9,inactivity-retention,days_inactive=0,2,NONE,retention,no_recipients,/
parent,9,inactivity-retention,days_inactive=0,3,NONE,retention,no_recipients,/
parent,9,inactivity-retention,days_inactive=1,0,NONE,retention,no_recipients,/
parent,9,inactivity-retention,days_inactive=1,1,NONE,retention,no_recipients,/
parent,9,inactivity-retention,days_inactive=1,2,NONE,retention,no_recipients,/
parent,9,inactivity-retention,days_inactive=1,3,NONE,retention,no_recipients,/
parent,9,inactivity-retention,days_inactive=2,0,NONE,retention,no_recipients,/
parent,9,inactivity-retention,days_inactive=2,1,NONE,retention,no_recipients,/
parent,9,inactivity-retention,days_inactive=2,2,NONE,retention,no_recipients,/
parent,9,inactivity-retention,days_inactive=2,3,NONE,retention,no_recipients,/
parent,9,inactivity-retention,days_inactive=3,0,NONE,retention,no_recipients,/
parent,9,inactivity-retention,days_inactive=3,1,NONE,retention,no_recipients,/
parent,9,inactivity-retention,days_inactive=3,2,NONE,retention,no_recipients,/
parent,9,inactivity-retention,days_inactive=3,3,NONE,retention,no_recipients,/
parent,9,inactivity-retention,days_inactive=7,0,retention,retention,n/a,/
parent,9,inactivity-retention,days_inactive=7,1,retention,retention,n/a,/
parent,9,inactivity-retention,days_inactive=7,2,retention,retention,n/a,/
parent,9,inactivity-retention,days_inactive=7,3,NONE,retention,daily_cap,/
parent,10,inactivity-retention,days_inactive=0,0,NONE,retention,no_recipients,/
parent,10,inactivity-retention,days_inactive=0,1,NONE,retention,no_recipients,/
parent,10,inactivity-retention,days_inactive=0,2,NONE,retention,no_recipients,/
parent,10,inactivity-retention,days_inactive=0,3,NONE,retention,no_recipients,/
parent,10,inactivity-retention,days_inactive=1,0,NONE,retention,no_recipients,/
