programId,level,location,exercise_count,count_within_tolerance_3,flag
pull,13,gym,9,47,OK
pull,13,home,9,45,OK
pull,13,office,9,45,OK
pull,13,park,7,45,OK
pull,13,service,9,45,OK
pull,13,street,9,45,OK
pull,14,airport,5,48,OK
pull,14,gym,5,50,OK
pull,14,home,5,48,OK
pull,14,office,5,48,OK
pull,14,park,5,45,OK
pull,14,service,5,48,OK
pull,14,street,5,48,OK
pull,15,airport,7,52,OK
pull,15,gym,7,55,OK
pull,15,home,7,52,OK
pull,15,office,7,52,OK
pull,15,park,6,49,OK
pull,15,service,7,52,OK
pull,15,street,7,52,OK
pull,16,airport,8,50,OK
pull,16,gym,9,53,OK
pull,16,home,8,50,OK
pull,16,office,8,50,OK
pull,16,park,10,44,OK
pull,16,service,8,50,OK
pull,16,street,8,50,OK
pull,17,airport,8,44,OK
pull,17,gym,8,48,OK
pull,17,home,8,44,OK
pull,17,office,8,44,OK
pull,17,park,5,41,OK
pull,17,service,8,44,OK
pull,17,street,8,44,OK
pull,18,airport,7,41,OK
pull,18,gym,8,46,OK
pull,18,home,7,41,OK
pull,18,office,7,41,OK
pull,18,park,7,39,OK
pull,18,service,7,41,OK
pull,18,street,7,41,OK
pull,19,airport,6,35,OK
pull,19,gym,7,40,OK
pull,19,home,6,35,OK
pull,19,office,6,35,OK
pull,19,park,4,34,OK
pull,19,service,6,35,OK
pull,19,street,6,35,OK
pull,20,airport,3,27,OK
pull,20,gym,4,31,OK
pull,20,home,3,27,OK
pull,20,office,3,27,OK
pull,20,park,4,24,OK
pull,20,service,3,27,OK
pull,20,street,3,27,OK
pull,21,airport,2,19,OK
pull,21,gym,3,23,OK
pull,21,home,2,19,OK
pull,21,office,2,19,OK
pull,21,park,3,19,OK
pull,21,service,2,19,OK
pull,21,street,2,19,OK
pull,22,airport,1,12,OK
pull,22,gym,1,15,OK
pull,22,home,1,12,OK
pull,22,office,1,12,OK
pull,22,park,1,12,OK
pull,22,service,1,12,OK
pull,22,street,1,12,OK
push,1,airport,5,18,OK
push,1,gym,5,18,OK
push,1,home,5,18,OK
push,1,office,5,18,OK
push,1,park,5,18,OK
push,1,service,5,18,OK
push,1,street,5,18,OK
push,2,airport,2,24,OK
push,2,gym,2,24,OK
push,2,home,2,24,OK
push,2,office,2,24,OK
push,2,park,2,21,OK
push,2,service,2,24,OK
push,2,street,2,24,OK
push,3,airport,5,26,OK
push,3,gym,5,26,OK
push,3,home,5,26,OK
push,3,office,5,26,OK
push,3,park,5,22,OK
push,3,service,5,26,OK
push,3,street,5,26,OK
push,4,airport,6,35,OK
push,4,gym,6,35,OK
push,4,home,6,35,OK
push,4,office,6,35,OK
push,4,park,6,28,OK
push,4,service,6,35,OK
push,4,street,6,35,OK
push,5,airport,6,35,OK
push,5,gym,6,35,OK
push,5,home,6,35,OK
push,5,office,6,35,OK
push,5,park,3,28,OK
push,5,service,6,35,OK
push,5,street,6,35,OK
push,6,airport,2,34,OK
push,6,gym,2,34,OK
push,6,home,2,34,OK
push,6,office,2,34,OK
push,6,park,1,26,OK
push,6,service,2,34,OK
push,6,street,2,34,OK
push,7,airport,9,40,OK
push,7,gym,9,40,OK
push,7,home,9,40,OK
push,7,office,9,40,OK
push,7,park,6,31,OK
push,7,service,9,40,OK
push,7,street,9,40,OK
push,8,airport,5,35,OK
push,8,gym,5,35,OK
push,8,home,5,35,OK
push,8,office,5,35,OK
push,8,park,5,26,OK
push,8,service,5,35,OK
push,8,street,5,35,OK
push,9,airport,1,32,OK
push,9,gym,1,33,OK
push,9,home,1,32,OK
push,9,office,1,32,OK
push,9,park,0,26,OK
push,9,service,1,32,OK
push,9,street,1,32,OK
push,10,airport,11,37,OK
push,10,gym,11,38,OK
push,10,home,11,37,OK
push,10,office,11,37,OK
push,10,park,10,29,OK
push,10,service,11,37,OK
push,10,street,11,37,OK
push,11,airport,1,36,OK
push,11,gym,1,37,OK
push,11,home,1,36,OK
push,11,office,1,36,OK
push,11,park,1,31,OK
push,11,service,1,36,OK
push,11,street,1,36,OK
push,12,airport,3,37,OK
push,12,gym,4,38,OK
push,12,home,3,37,OK
push,12,office,3,37,OK
push,12,park,3,30,OK
push,12,service,3,37,OK
push,12,street,3,37,OK
push,13,airport,7,40,OK
push,13,gym,7,42,OK
push,13,home,7,40,OK
push,13,office,7,40,OK
push,13,park,4,33,OK
push,13,service,7,40,OK
push,13,street,7,40,OK
push,14,airport,8,32,OK
push,14,gym,8,34,OK
push,14,home,8,32,OK
push,14,office,8,32,OK
push,14,park,8,25,OK
push,14,service,8,32,OK
push,14,street,8,32,OK
push,15,airport,6,33,OK
push,15,gym,6,36,OK
push,15,home,6,33,OK
push,15,office,6,33,OK
push,15,park,4,26,OK
push,15,service,6,33,OK
push,15,street,6,33,OK
push,16,airport,4,33,OK
push,16,gym,5,36,OK
push,16,home,4,33,OK
push,16,office,4,33,OK
push,16,park,3,26,OK
push,16,service,4,33,OK
push,16,street,4,33,OK
push,17,airport,3,30,OK
push,17,gym,3,34,OK
push,17,home,3,30,OK
push,17,office,3,30,OK
push,17,park,2,26,OK
push,17,service,3,30,OK
push,17,street,3,30,OK
push,18,airport,2,22,OK
push,18,gym,3,27,OK
push,18,home,2,22,OK
push,18,office,2,22,OK
push,18,park,2,19,OK
push,18,service,2,22,OK
push,18,street,2,22,OK
push,19,airport,3,16,OK
push,19,gym,4,21,OK
push,19,home,3,16,OK
push,19,office,3,16,OK
push,19,park,3,15,OK
push,19,service,3,16,OK
push,19,street,3,16,OK
push,20,airport,4,12,OK
push,20,gym,5,16,OK
push,20,home,4,12,OK
push,20,office,4,12,OK
push,20,park,4,12,OK
push,20,service,4,12,OK
push,20,street,4,12,OK
push,21,airport,0,9,OK
push,21,gym,1,13,OK
push,21,home,0,9,OK
push,21,office,0,9,OK
push,21,park,1,10,OK
push,21,service,0,9,OK
push,21,street,0,9,OK
upper_body,1,airport,9,12,OK
upper_body,1,gym,9,12,OK
upper_body,1,home,9,12,OK
upper_body,1,office,9,12,OK
upper_body,1,park,9,12,OK
upper_body,1,service,9,12,OK
upper_body,1,street,9,12,OK
upper_body,2,airport,3,12,OK
upper_body,2,gym,3,12,OK
upper_body,2,home,3,12,OK
upper_body,2,office,3,12,OK
upper_body,2,park,3,12,OK
upper_body,2,service,3,12,OK
upper_body,2,street,3,12,OK
