old_parkid,equipmentid,brand
619,47,Ludos
619,20,Urbanics
619,19,Urbanics
619,22,Urbanics
619,76,Urbanics
619,26,Urbanics
619,40,Urbanics
619,27,Urbanics
619,28,Urbanics
619,51,Ludos
619,72,Urbanics
619,64,Urbanics
621,47,Ludos
621,23,Ludos
621,25,Urbanics
621,24,Ludos
621,31,Urbanics
621,29,Urbanics
621,28,Urbanics
621,40,Urbanics
621,22,Ludos
621,19,Ludos
622,47,Ludos
622,23,Ludos
622,24,Ludos
622,25,Urbanics
622,28,Urbanics
622,22,Ludos
622,20,Ludos
623,47,Ludos
623,26,Urbanics
623,40,Urbanics
623,28,Urbanics
623,51,Ludos
623,72,Urbanics
623,64,Urbanics
624,47,Ludos
624,20,Urbanics
624,22,Urbanics
624,24,Urbanics
624,26,Urbanics
624,40,Urbanics
624,28,Urbanics
624,51,Ludos
625,25,Urbanics
625,24,Ludos
625,51,Ludos
625,28,Urbanics
625,40,Urbanics
625,22,Ludos
625,20,Ludos
625,19,Ludos
626,47,Ludos
626,25,Urbanics
626,24,Ludos
626,51,Ludos
626,28,Urbanics
626,39,Ludos
626,22,Ludos
626,20,Ludos
626,19,Ludos
626,21,Ludos
628,47,Ludos
628,23,Ludos
628,35,Urbanics
628,24,Ludos
628,28,Urbanics
628,22,Ludos
628,20,Ludos
628,19,Ludos
628,61,Urbanics
628,64,Urbanics
629,21,Urbanics
629,19,Urbanics
629,62,Urbanics
629,22,Urbanics
629,26,Urbanics
629,28,Urbanics
629,51,Ludos
629,72,Urbanics
629,64,Urbanics
629,59,Ludos
630,21,Urbanics
630,19,Urbanics
630,62,Urbanics
630,22,Urbanics
630,22,Urbanics
630,23,Urbanics
630,24,Urbanics
630,40,Urbanics
630,51,Ludos
630,72,Urbanics
630,64,Urbanics
632,25,Urbanics
632,24,Ludos
632,24,Ludos
632,28,Urbanics
632,40,Urbanics
632,20,Ludos
632,19,Ludos
632,21,Ludos
633,64,Urbanics
634,21,Urbanics
634,42,Ludos
634,60,Urbanics
634,32,Ludos
634,33,Ludos
634,44,Urbanics
634,79,Urbanics
634,62,Urbanics
634,69,Urbanics
634,68,Urbanics
634,63,Urbanics
634,59,Ludos
634,65,Urbanics
634,66,Urbanics
634,73,Urbanics
634,64,Urbanics
634,70,Urbanics
634,72,Urbanics
634,77,Urbanics
635,23,Ludos
635,25,Urbanics
635,51,Ludos
635,29,Urbanics
635,28,Urbanics
635,22,Ludos
635,20,Ludos
635,19,Ludos
635,42,Ludos
636,23,Ludos
636,24,Ludos
636,22,Ludos
636,19,Ludos
636,42,Ludos
636,64,Urbanics
637,25,Urbanics
637,24,Ludos
637,51,Ludos
637,20,Ludos
637,62,Urbanics
637,21,Ludos
637,59,Ludos
637,72,Urbanics
637,65,Urbanics
637,64,Urbanics
638,47,Ludos
638,21,Urbanics
638,19,Urbanics
638,22,Urbanics
638,26,Urbanics
638,40,Urbanics
638,27,Urbanics
638,28,Urbanics
638,51,Ludos
638,72,Urbanics
638,64,Urbanics
639,30,Urbanics
639,31,Urbanics
639,23,Ludos
639,42,Ludos
639,36,Urbanics
639,60,Ludos
639,32,Ludos
639,35,Urbanics
640,20,Ludos
640,19,Ludos
640,22,Ludos
640,25,Urbanics
640,26,Urbanics
640,40,Urbanics
640,27,Urbanics
640,28,Urbanics
640,51,Ludos
640,72,Urbanics
640,64,Urbanics
641,62,Urbanics
641,21,Ludos
641,47,Ludos
641,31,Urbanics
641,35,Urbanics
641,43,Urbanics
641,42,Ludos
641,24,Ludos
641,60,Ludos
641,32,Ludos
641,67,Urbanics
641,63,Urbanics
641,64,Urbanics
641,71,Urbanics
641,59,Ludos
641,72,Urbanics
641,65,Urbanics
641,73,Urbanics
642,19,Urbanics
642,21,Urbanics
642,22,Urbanics
642,26,Urbanics
642,40,Urbanics
642,51,Ludos
642,72,Urbanics
642,64,Urbanics
642,59,Ludos
644,47,Ludos
644,20,Urbanics
644,21,Urbanics
644,19,Urbanics
644,22,Urbanics
644,39,Urbanics
644,72,Urbanics
644,75,Urbanics
657,61,Urbanics
657,70,Urbanics
657,64,Urbanics
627,25,Urbanics
627,24,Ludos
627,28,Urbanics
627,22,Ludos
627,20,Ludos
627,19,Ludos
627,61,Urbanics
627,64,Urbanics
1135,47,Ludos
1135,21,Urbanics
1135,19,Urbanics
1135,32,Urbanics
1135,36,Urbanics
1135,37,Urbanics
1135,42,Urbanics
1135,43,Urbanics
1135,80,Urbanics
1135,61,Urbanics
1135,77,Urbanics
1135,64,Urbanics
1135,83,Urbanics
1134,30,Urbanics
1134,31,Urbanics
1134,32,Urbanics
1134,75,Urbanics
1134,36,Urbanics
1134,78,Urbanics
1134,82,Urbanics
1134,37,Urbanics
1134,38,Urbanics
1134,42,Urbanics
1134,43,Urbanics
1134,60,Urbanics
1134,80,Urbanics
1134,81,Urbanics
1134,83,Urbanics
1133,47,Ludos
1133,19,Urbanics
1133,76,Urbanics
1133,24,Urbanics
1133,28,Urbanics
1133,72,Urbanics
1137,47,Ludos
1137,20,Urbanics
1137,19,Urbanics
1137,24,Urbanics
1137,28,Urbanics
1137,51,Ludos
1137,72,Urbanics
1138,47,Ludos
1138,19,Urbanics
1138,24,Urbanics
1138,40,Urbanics
1138,72,Urbanics
255,47,Ludos
255,21,Urbanics
255,19,Urbanics
255,22,Urbanics
255,24,Urbanics
255,25,Urbanics
255,26,Urbanics
255,40,Urbanics
255,28,Urbanics
255,51,Ludos
255,72,Urbanics
255,74,Urbanics
255,73,Urbanics
255,64,Urbanics
255,71,Urbanics
1143,21,Urbanics
1143,19,Urbanics
1143,22,Urbanics
1143,23,Urbanics
1143,28,Urbanics
1143,51,Ludos
1143,72,Urbanics
1143,64,Urbanics
1143,63,Urbanics
1142,47,Ludos
1142,19,Urbanics
1142,26,Urbanics
1142,40,Urbanics
1142,51,Ludos
1157,47,Ludos
1157,20,Urbanics
1157,19,Urbanics
1157,24,Urbanics
1157,40,Urbanics
1157,28,Urbanics
1159,47,Ludos
1159,26,Urbanics
1149,47,Ludos
1149,20,Urbanics
1149,19,Urbanics
1149,24,Urbanics
1149,40,Urbanics
1149,28,Urbanics
1149,51,Ludos
1158,20,Urbanics
1158,19,Urbanics
1158,26,Urbanics
1158,40,Urbanics
262,30,Urbanics
262,31,Urbanics
262,32,Urbanics
262,21,Urbanics
262,36,Urbanics
262,35,Urbanics
262,78,Urbanics
262,82,Urbanics
262,37,Urbanics
262,40,Urbanics
262,41,Urbanics
262,42,Urbanics
262,43,Urbanics
262,72,Urbanics
262,64,Urbanics
1129,26,Urbanics
1129,25,Urbanics
1129,51,Ludos
1129,40,Urbanics
1129,20,Ludos
1129,21,Ludos
1129,64,Urbanics
1129,72,Urbanics
1120,47,Ludos
1120,24,Ludos
1120,51,Ludos
1120,40,Urbanics
1120,20,Ludos
1120,21,Ludos
1120,64,Urbanics
1120,72,Urbanics
1127,47,Ludos
1127,26,Urbanics
1127,27,Urbanics
1127,40,Urbanics
1127,20,Ludos
1127,64,Urbanics
1117,30,Urbanics
1117,20,Urbanics
1117,22,Urbanics
1117,26,Urbanics
1117,28,Urbanics
1117,51,Ludos
1117,72,Urbanics
1117,64,Urbanics
546,20,Urbanics
546,19,Urbanics
546,21,Urbanics
546,33,Urbanics
546,34,Urbanics
546,40,Urbanics
546,80,Urbanics
546,61,Urbanics
546,73,Urbanics
546,62,Urbanics
546,64,Urbanics
546,63,Urbanics
546,59,Ludos
546,70,Urbanics
254,47,Ludos
254,20,Urbanics
254,21,Urbanics
254,25,Urbanics
254,40,Urbanics
254,29,Urbanics
254,51,Ludos
1160,75,Urbanics
1160,34,Urbanics
1160,38,Urbanics
1160,39,Urbanics
1160,42,Urbanics
1160,80,Urbanics
1160,72,Urbanics
1160,81,Urbanics
1156,47,Ludos
1156,20,Urbanics
1156,19,Urbanics
1156,22,Urbanics
1156,76,Urbanics
1156,23,Urbanics
1156,24,Urbanics
1156,26,Urbanics
1156,27,Urbanics
1156,28,Urbanics
1156,51,Ludos
1156,72,Urbanics
1156,64,Urbanics
886,47,Ludos
886,20,Urbanics
886,21,Urbanics
886,22,Urbanics
886,24,Urbanics
886,40,Urbanics
886,28,Urbanics
886,29,Urbanics
886,51,Ludos
886,72,Urbanics
886,64,Urbanics
556,47,Ludos
556,21,Urbanics
556,19,Urbanics
556,22,Urbanics
556,26,Urbanics
556,39,Urbanics
556,28,Urbanics
556,32,Urbanics
556,42,Urbanics
556,43,Urbanics
556,72,Urbanics
556,77,Urbanics
556,62,Urbanics
556,64,Urbanics
556,81,Urbanics
556,65,Urbanics
556,66,Urbanics
885,47,Ludos
885,26,Urbanics
885,40,Urbanics
885,22,Ludos
885,21,Ludos
885,31,Urbanics
885,78,Urbanics
885,43,Ludos
885,42,Ludos
885,32,Ludos
885,33,Ludos
885,44,Urbanics
885,63,Urbanics
885,71,Urbanics
885,59,Ludos
885,76,Urbanics
885,73,Urbanics
885,64,Urbanics
885,72,Urbanics
885,77,Urbanics
885,74,Urbanics
885,67,Urbanics
897,64,Urbanics
897,72,Urbanics
897,63,Urbanics
897,33,Urbanics
897,21,Urbanics
897,62,Urbanics
897,77,Urbanics
892,72,Urbanics
892,64,Urbanics
892,21,Urbanics
893,47,Ludos
893,40,Urbanics
893,43,Ludos
893,42,Ludos
893,24,Ludos
893,32,Ludos
893,62,Urbanics
893,74,Urbanics
893,68,Urbanics
893,63,Urbanics
893,71,Urbanics
893,59,Ludos
893,65,Urbanics
893,64,Urbanics
893,72,Urbanics
1207,72,Urbanics
1207,21,Urbanics
1207,64,Urbanics
1207,63,Urbanics
1207,71,Urbanics
1207,73,Urbanics
1150,47,Ludos
1150,20,Urbanics
1150,21,Urbanics
1150,22,Urbanics
1150,78,Urbanics
1150,24,Urbanics
1150,40,Urbanics
1150,27,Urbanics
1150,28,Urbanics
1150,72,Urbanics
896,20,Urbanics
896,19,Urbanics
896,22,Urbanics
896,26,Urbanics
896,39,Urbanics
896,28,Urbanics
896,51,Ludos
896,32,Urbanics
896,42,Urbanics
896,43,Urbanics
895,47,Ludos
895,22,Urbanics
895,40,Urbanics
895,28,Urbanics
895,32,Urbanics
895,33,Urbanics
895,36,Urbanics
895,42,Urbanics
895,61,Urbanics
895,77,Urbanics
895,74,Urbanics
895,73,Urbanics
895,64,Urbanics
895,59,Ludos
895,65,Urbanics
895,66,Urbanics
895,69,Urbanics
1209,72,Urbanics
1209,64,Urbanics
1209,21,Urbanics
257,20,Urbanics
257,21,Urbanics
257,26,Urbanics
257,40,Urbanics
257,27,Urbanics
1151,21,Urbanics
1151,19,Urbanics
1151,40,Urbanics
1151,28,Urbanics
1151,51,Ludos
1151,72,Urbanics
1210,21,Urbanics
1210,19,Urbanics
1210,22,Urbanics
1210,25,Urbanics
1210,51,Ludos
1210,26,Urbanics
1210,72,Urbanics
1210,62,Urbanics
1210,64,Urbanics
1210,77,Urbanics
1210,71,Urbanics
1210,59,Ludos
1210,30,Urbanics
1210,32,Urbanics
1210,33,Urbanics
1210,36,Urbanics
1210,78,Urbanics
1210,37,Urbanics
1210,40,Urbanics
1210,42,Urbanics
1210,43,Urbanics
1210,36,Urbanics
1210,74,Urbanics
1166,47,Ludos
1166,24,Urbanics
1166,28,Urbanics
1166,20,Urbanics
569,47,Ludos
569,21,Urbanics
569,19,Urbanics
569,22,Urbanics
569,62,Urbanics
569,26,Urbanics
569,40,Urbanics
569,51,Ludos
569,33,Urbanics
569,44,Urbanics
569,72,Urbanics
569,61,Urbanics
569,64,Urbanics
569,59,Ludos
569,79,Urbanics
569,65,Urbanics
569,66,Urbanics
569,67,Urbanics
569,71,Urbanics
890,47,Ludos
890,20,Urbanics
890,19,Urbanics
890,22,Urbanics
890,25,Urbanics
890,39,Urbanics
890,28,Urbanics
890,51,Ludos
889,47,Ludos
889,21,Urbanics
889,19,Urbanics
889,22,Urbanics
889,24,Urbanics
889,25,Urbanics
889,40,Urbanics
889,28,Urbanics
889,72,Urbanics
889,64,Urbanics
712,68,Urbanics
712,65,Urbanics
712,59,Ludos
712,74,Urbanics
712,21,Ludos
712,64,Urbanics
712,72,Urbanics
1211,64,Urbanics
1211,72,Urbanics
1211,63,Urbanics
1211,73,Urbanics
1211,33,Urbanics
1211,21,Urbanics
1211,77,Urbanics
1211,62,Urbanics
888,19,Urbanics
888,22,Urbanics
888,26,Urbanics
888,40,Urbanics
888,28,Urbanics
888,32,Urbanics
888,35,Urbanics
888,78,Urbanics
888,42,Urbanics
888,43,Urbanics
887,64,Urbanics
887,72,Urbanics
887,71,Urbanics
887,74,Urbanics
887,63,Urbanics
887,77,Urbanics
887,21,Urbanics
887,73,Urbanics
887,62,Urbanics
887,59,Ludos
891,47,Ludos
891,26,Urbanics
891,28,Urbanics
891,22,Ludos
891,21,Ludos
891,78,Urbanics
891,43,Ludos
891,42,Ludos
891,26,Urbanics
891,64,Urbanics
891,72,Urbanics
1212,72,Urbanics
1212,64,Urbanics
1212,77,Urbanics
1212,81,Urbanics
1212,71,Urbanics
1212,65,Urbanics
1042,21,Urbanics
1042,19,Urbanics
1042,22,Urbanics
1042,26,Urbanics
1042,40,Urbanics
1042,28,Urbanics
1042,51,Ludos
1042,33,Urbanics
1042,44,Urbanics
1042,72,Urbanics
1042,74,Urbanics
1042,73,Urbanics
1042,63,Urbanics
1042,65,Urbanics
1042,66,Urbanics
1042,67,Urbanics
1042,71,Urbanics
1213,72,Urbanics
1213,64,Urbanics
1213,77,Urbanics
1213,59,Ludos
1213,71,Urbanics
1213,65,Urbanics
1213,67,Urbanics
1213,66,Urbanics
1213,74,Urbanics
1072,31,Urbanics
1072,32,Urbanics
1072,36,Urbanics
1072,35,Urbanics
1072,78,Urbanics
1072,82,Urbanics
1072,43,Urbanics
903,22,Ludos
903,38,Ludos
903,29,Urbanics
903,20,Ludos
903,40,Urbanics
903,25,Urbanics
903,21,Ludos
903,72,Urbanics
903,71,Urbanics
1070,20,Urbanics
1070,19,Urbanics
1070,22,Urbanics
1070,26,Urbanics
1070,40,Urbanics
1070,28,Urbanics
1070,40,Urbanics
1070,29,Urbanics
1070,51,Ludos
1121,20,Urbanics
1121,21,Urbanics
1121,40,Urbanics
1121,28,Urbanics
1121,82,Urbanics
1121,43,Urbanics
1121,60,Urbanics
1121,72,Urbanics
1121,64,Urbanics
1121,65,Urbanics
1121,71,Urbanics
1132,64,Urbanics
1132,71,Urbanics
1132,63,Urbanics
1132,21,Ludos
1132,62,Urbanics
1132,51,Ludos
1132,47,Ludos
1132,27,Urbanics
1132,26,Urbanics
1132,28,Urbanics
1132,40,Urbanics
1026,21,Urbanics
1026,22,Urbanics
1026,26,Urbanics
1026,34,Urbanics
1026,40,Urbanics
1026,42,Urbanics
1026,43,Urbanics
1026,72,Urbanics
1026,77,Urbanics
1026,64,Urbanics
1026,81,Urbanics
1026,65,Urbanics
1026,66,Urbanics
188,65,Urbanics
188,63,Urbanics
188,62,Urbanics
188,21,Ludos
188,74,Urbanics
188,64,Urbanics
188,71,Urbanics
188,73,Urbanics
188,59,Ludos
188,69,Urbanics
1080,61,Urbanics
1080,64,Urbanics
1080,63,Urbanics
1080,65,Urbanics
1080,70,Urbanics
1214,63,Urbanics
1214,64,Urbanics
1214,73,Urbanics
1214,67,Urbanics
1214,72,Urbanics
905,25,Urbanics
905,26,Urbanics
905,47,Ludos
905,28,Urbanics
905,40,Urbanics
905,22,Ludos
1104,19,Urbanics
1104,22,Urbanics
1104,33,Urbanics
1104,35,Urbanics
1104,23,Urbanics
1104,37,Urbanics
1104,39,Urbanics
1104,41,Urbanics
1104,42,Urbanics
1104,43,Urbanics
1104,44,Urbanics
1104,72,Urbanics
1104,77,Urbanics
1104,74,Urbanics
1104,73,Urbanics
1104,62,Urbanics
1104,64,Urbanics
1104,63,Urbanics
1104,59,Ludos
1104,79,Urbanics
1104,67,Urbanics
1104,71,Urbanics
1039,47,Ludos
1039,20,Urbanics
1039,21,Urbanics
1039,22,Urbanics
1039,23,Urbanics
1039,24,Urbanics
1039,28,Urbanics
1039,51,Ludos
1039,72,Urbanics
1039,64,Urbanics
1081,21,Urbanics
1081,33,Urbanics
1081,72,Urbanics
1081,61,Urbanics
1081,74,Urbanics
1081,73,Urbanics
1081,64,Urbanics
1081,63,Urbanics
1081,59,Ludos
1081,65,Urbanics
1081,66,Urbanics
1081,68,Urbanics
1081,71,Urbanics
1082,19,Urbanics
1082,22,Urbanics
1082,26,Urbanics
1082,28,Urbanics
1082,51,Ludos
1071,20,Urbanics
1071,19,Urbanics
1071,26,Urbanics
1071,40,Urbanics
1071,28,Urbanics
1071,51,Ludos
1071,33,Urbanics
1071,72,Urbanics
1071,61,Urbanics
1071,74,Urbanics
1071,73,Urbanics
1071,64,Urbanics
1071,63,Urbanics
1071,59,Ludos
1071,83,Urbanics
1071,67,Urbanics
1071,71,Urbanics
1097,19,Urbanics
1097,22,Urbanics
1097,26,Urbanics
1097,28,Urbanics
1097,51,Ludos
1079,21,Urbanics
1079,72,Urbanics
1079,77,Urbanics
1079,64,Urbanics
1079,59,Ludos
1040,22,Urbanics
1040,26,Urbanics
1040,28,Urbanics
1040,51,Ludos
1040,34,Urbanics
1040,39,Urbanics
1091,21,Urbanics
1091,33,Urbanics
1091,44,Urbanics
1091,72,Urbanics
1091,74,Urbanics
1091,73,Urbanics
1091,62,Urbanics
1091,64,Urbanics
1091,63,Urbanics
1091,59,Ludos
1091,65,Urbanics
1091,66,Urbanics
1091,67,Urbanics
1091,68,Urbanics
1091,69,Urbanics
1091,70,Urbanics
1032,21,Urbanics
1032,19,Urbanics
1032,22,Urbanics
1032,28,Urbanics
1032,51,Ludos
1032,72,Urbanics
1032,64,Urbanics
1046,19,Urbanics
1046,22,Urbanics
1046,26,Urbanics
1046,28,Urbanics
1046,51,Ludos
1065,21,Urbanics
1065,19,Urbanics
1065,22,Urbanics
1065,24,Urbanics
1065,25,Urbanics
1065,51,Ludos
1065,72,Urbanics
1065,64,Urbanics
1087,19,Urbanics
1087,22,Urbanics
1087,27,Urbanics
1087,51,Ludos
1041,21,Urbanics
1041,22,Urbanics
1041,26,Urbanics
1041,30,Urbanics
1041,32,Urbanics
1041,33,Urbanics
1041,34,Urbanics
1041,36,Urbanics
1041,37,Urbanics
1041,38,Urbanics
1041,39,Urbanics
1041,43,Urbanics
1041,44,Urbanics
1041,80,Urbanics
1041,72,Urbanics
1041,74,Urbanics
1041,64,Urbanics
1041,59,Ludos
1041,69,Urbanics
1052,19,Urbanics
1052,22,Urbanics
1052,26,Urbanics
1052,28,Urbanics
1052,51,Ludos
1063,21,Urbanics
1063,19,Urbanics
1063,26,Urbanics
1063,28,Urbanics
1063,51,Ludos
1063,22,Urbanics
1063,72,Urbanics
1063,77,Urbanics
1063,64,Urbanics
1063,59,Ludos
1102,20,Urbanics
1102,21,Urbanics
1102,30,Urbanics
1102,51,Ludos
1102,32,Urbanics
1102,75,Urbanics
1102,33,Urbanics
1102,34,Urbanics
1102,36,Urbanics
1102,35,Urbanics
1102,78,Urbanics
1102,82,Urbanics
1102,38,Urbanics
1102,39,Urbanics
1102,40,Urbanics
1102,42,Urbanics
1102,43,Urbanics
1102,60,Urbanics
1102,44,Urbanics
1102,80,Urbanics
1102,72,Urbanics
1102,61,Urbanics
1102,77,Urbanics
1102,74,Urbanics
1102,73,Urbanics
1102,62,Urbanics
1102,64,Urbanics
1102,63,Urbanics
1102,59,Ludos
1102,81,Urbanics
1102,83,Urbanics
1102,79,Urbanics
1102,65,Urbanics
1102,66,Urbanics
1102,68,Urbanics
1102,69,Urbanics
1102,71,Urbanics
1075,26,Urbanics
1075,40,Urbanics
1075,34,Urbanics
1075,36,Urbanics
1075,37,Urbanics
1075,38,Urbanics
1075,39,Urbanics
1075,42,Urbanics
1075,43,Urbanics
1075,61,Urbanics
1075,77,Urbanics
1075,73,Urbanics
1075,63,Urbanics
1075,59,Ludos
1075,81,Urbanics
1075,66,Urbanics
1075,67,Urbanics
1033,21,Urbanics
1033,19,Urbanics
1033,22,Urbanics
1033,26,Urbanics
1033,27,Urbanics
1033,28,Urbanics
1033,51,Ludos
1057,22,Urbanics
1057,26,Urbanics
1057,40,Urbanics
1057,27,Urbanics
1057,28,Urbanics
1057,51,Ludos
1045,33,Urbanics
1045,44,Urbanics
1045,72,Urbanics
1045,61,Urbanics
1045,77,Urbanics
1045,74,Urbanics
1045,73,Urbanics
1045,62,Urbanics
1045,64,Urbanics
1045,63,Urbanics
1045,59,Ludos
1045,79,Urbanics
1045,83,Urbanics
1045,71,Urbanics
1050,21,Urbanics
1050,64,Urbanics
1050,72,Urbanics
1050,19,Urbanics
1050,22,Urbanics
1050,23,Urbanics
1050,24,Urbanics
1050,51,Ludos
1085,21,Urbanics
1085,22,Urbanics
1085,36,Urbanics
1085,35,Urbanics
1085,78,Urbanics
1085,37,Urbanics
1085,72,Urbanics
1085,64,Urbanics
1060,75,Urbanics
1060,40,Urbanics
1060,34,Urbanics
1060,22,Urbanics
1060,64,Urbanics
1060,72,Urbanics
1060,21,Urbanics
1217,47,Ludos
1217,24,Ludos
1217,22,Ludos
1217,28,Urbanics
1217,40,Urbanics
1217,51,Ludos
1218,20,Urbanics
1219,20,Urbanics
1221,47,Ludos
1221,20,Urbanics
1221,22,Urbanics
1221,26,Urbanics
1221,28,Urbanics
1221,51,Ludos
1221,32,Urbanics
1221,33,Urbanics
1221,34,Urbanics
1221,36,Urbanics
1221,78,Urbanics
1221,37,Urbanics
1221,40,Urbanics
1221,41,Urbanics
1221,43,Urbanics
1221,61,Urbanics
1221,77,Urbanics
1221,63,Urbanics
1221,64,Urbanics
1221,81,Urbanics
1221,65,Urbanics
1221,67,Urbanics
1221,71,Urbanics
1222,47,Ludos
1222,20,Urbanics
1222,21,Urbanics
1222,19,Urbanics
1222,22,Urbanics
1222,26,Urbanics
1222,51,Ludos
1222,72,Urbanics
1222,74,Urbanics
1222,73,Urbanics
1222,64,Urbanics
1222,63,Urbanics
1222,81,Urbanics
1222,66,Urbanics
1222,67,Urbanics
1222,71,Urbanics
1067,47,Ludos
1067,21,Urbanics
1067,19,Urbanics
1067,22,Urbanics
1067,26,Urbanics
1067,51,Ludos
1067,72,Urbanics
1067,64,Urbanics
1223,61,Urbanics
1223,77,Urbanics
1223,64,Urbanics
1223,81,Urbanics
1223,79,Urbanics
1223,71,Urbanics
1223,32,Urbanics
1223,33,Urbanics
1223,36,Urbanics
1223,78,Urbanics
1223,37,Urbanics
1223,42,Urbanics
1223,43,Urbanics
1223,44,Urbanics
1223,65,Urbanics
1223,66,Urbanics
1223,67,Urbanics
1223,69,Urbanics
1038,22,Urbanics
1038,26,Urbanics
1038,32,Urbanics
1038,43,Urbanics
1038,72,Urbanics
1038,64,Urbanics
1038,81,Urbanics
1038,66,Urbanics
1038,71,Urbanics
1025,23,Ludos
1025,24,Ludos
1025,51,Ludos
1025,28,Urbanics
1025,40,Urbanics
1025,22,Ludos
1224,64,Urbanics
1224,72,Urbanics
1224,28,Urbanics
1224,51,Ludos
1224,21,Urbanics
1224,24,Urbanics
1024,26,Urbanics
1024,22,Urbanics
1024,28,Urbanics
1024,51,Ludos
1024,19,Urbanics
1069,47,Ludos
1069,24,Ludos
1069,51,Ludos
1069,28,Urbanics
1069,40,Urbanics
1069,22,Ludos
1069,19,Ludos
1069,21,Ludos
1053,19,Urbanics
1053,62,Urbanics
1053,51,Ludos
1053,75,Urbanics
1053,47,Ludos
1053,26,Urbanics
1053,22,Urbanics
1020,21,Urbanics
1020,19,Urbanics
1020,22,Urbanics
1020,24,Urbanics
1020,28,Urbanics
1020,51,Ludos
1020,72,Urbanics
1020,64,Urbanics
1048,28,Urbanics
1048,19,Urbanics
1048,62,Urbanics
1048,26,Urbanics
1062,22,Urbanics
1062,26,Urbanics
1062,51,Ludos
1062,34,Urbanics
1062,72,Urbanics
1062,64,Urbanics
1062,81,Urbanics
1100,22,Urbanics
1100,40,Urbanics
1100,28,Urbanics
1100,26,Urbanics
1100,51,Ludos
1100,47,Ludos
1073,72,Urbanics
1073,61,Urbanics
1073,64,Urbanics
1073,77,Urbanics
1073,74,Urbanics
1073,73,Urbanics
1073,63,Urbanics
1073,59,Ludos
1073,65,Urbanics
1073,68,Urbanics
1073,71,Urbanics
1055,64,Urbanics
1055,21,Urbanics
1055,24,Urbanics
1066,51,Ludos
1066,22,Urbanics
1066,40,Urbanics
1066,19,Urbanics
1066,62,Urbanics
1066,26,Urbanics
1225,64,Urbanics
1225,72,Urbanics
1225,33,Ludos
1225,44,Urbanics
1225,40,Urbanics
1225,32,Ludos
1225,42,Ludos
1225,21,Ludos
1225,65,Urbanics
1225,68,Urbanics
1225,63,Urbanics
1225,74,Urbanics
1225,71,Urbanics
1225,62,Urbanics
1090,64,Urbanics
1090,51,Ludos
1090,26,Urbanics
1090,19,Urbanics
1090,62,Urbanics
1090,47,Ludos
1090,22,Urbanics
1064,22,Urbanics
1064,62,Urbanics
1064,51,Ludos
1064,62,Urbanics
1064,47,Ludos
1064,28,Urbanics
1064,24,Urbanics
1064,23,Urbanics
1058,64,Urbanics
1058,72,Urbanics
1226,29,Urbanics
1226,39,Urbanics
1226,23,Urbanics
1226,24,Urbanics
1226,51,Ludos
1226,25,Urbanics
1226,47,Ludos
1226,44,Urbanics
1126,26,Urbanics
1126,51,Ludos
1126,28,Urbanics
1126,20,Ludos
1126,21,Ludos
1126,35,Ludos
1126,64,Urbanics
1126,72,Urbanics
1125,34,Urbanics
1125,78,Urbanics
1125,37,Urbanics
1125,28,Urbanics
1125,42,Urbanics
1124,47,Ludos
1124,26,Urbanics
1124,51,Ludos
1124,28,Urbanics
1124,40,Urbanics
1124,20,Ludos
1124,21,Ludos
1124,64,Urbanics
1124,72,Urbanics
1123,23,Ludos
1123,25,Urbanics
1123,24,Ludos
1123,51,Ludos
1123,28,Urbanics
1123,22,Ludos
1123,19,Ludos
1123,62,Urbanics
1123,21,Ludos
1123,68,Urbanics
1123,59,Ludos
1123,65,Urbanics
1123,64,Urbanics
1123,72,Urbanics
1123,77,Urbanics
1123,74,Urbanics
1122,25,Urbanics
1122,24,Ludos
1122,51,Ludos
1122,29,Urbanics
1122,40,Urbanics
1122,20,Ludos
1122,64,Urbanics
1054,21,Urbanics
1054,19,Urbanics
1054,26,Urbanics
1054,51,Ludos
1054,72,Urbanics
1054,64,Urbanics
1027,19,Urbanics
1027,26,Urbanics
1027,40,Urbanics
1027,28,Urbanics
1027,51,Ludos
1089,21,Urbanics
1089,64,Urbanics
1089,63,Urbanics
1086,47,Ludos
1086,22,Urbanics
1086,26,Urbanics
1086,28,Urbanics
1092,19,Urbanics
1092,22,Urbanics
1092,26,Urbanics
1092,28,Urbanics
1092,51,Ludos
1092,75,Urbanics
1092,34,Urbanics
1092,40,Urbanics
1035,21,Urbanics
1035,19,Urbanics
1035,22,Urbanics
1035,24,Urbanics
1035,40,Urbanics
1035,51,Ludos
1035,44,Urbanics
1035,61,Urbanics
1035,64,Urbanics
1035,59,Ludos
1088,19,Urbanics
1088,22,Urbanics
1088,26,Urbanics
1088,28,Urbanics
1088,51,Ludos
1043,21,Urbanics
1043,22,Urbanics
1043,26,Urbanics
1043,28,Urbanics
1043,29,Urbanics
1043,44,Urbanics
1043,72,Urbanics
1043,77,Urbanics
1043,74,Urbanics
1043,73,Urbanics
1043,64,Urbanics
1043,63,Urbanics
1043,59,Ludos
1043,71,Urbanics
1076,21,Urbanics
1076,19,Urbanics
1076,26,Urbanics
1076,27,Urbanics
1076,51,Ludos
1076,72,Urbanics
1076,64,Urbanics
1068,19,Urbanics
1068,22,Urbanics
1068,26,Urbanics
1068,28,Urbanics
1068,51,Ludos
495,21,Urbanics
495,33,Urbanics
495,44,Urbanics
495,72,Urbanics
495,61,Urbanics
